tbl,id,country,state_province,county,latitude,longitude
vfoi,31082572,Brazil,Mato Grosso,NA,9999,9999
vfoi,31083415,Brazil,Mato Grosso,NA,9999,9999
vfoi,31084391,Brazil,Mato Grosso,NA,9999,9999
vfoi,31088458,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31088868,Brazil,Mato Grosso,NA,9999,9999
vfoi,31091664,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31096172,Paraguay,NA,NA,9999,9999
vfoi,31098309,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,31100965,Brazil,Espirito Santo,Conceicao Do Castelo,9999,9999
vfoi,31102196,Brazil,Minas Gerais,Rio Pardo De Minas,9999,9999
vfoi,31102775,Brazil,Mato Grosso,NA,9999,9999
vfoi,31106574,Brazil,Mato Grosso,NA,9999,9999
vfoi,31108492,Brazil,Mato Grosso,NA,9999,9999
vfoi,31109805,Brazil,Mato Grosso,NA,9999,9999
vfoi,31112468,Brazil,Mato Grosso,NA,9999,9999
vfoi,31113114,Brazil,Mato Grosso,NA,9999,9999
vfoi,31117753,Brazil,Mato Grosso,NA,9999,9999
vfoi,31124182,Brazil,Mato Grosso,NA,9999,9999
vfoi,31125960,Brazil,Mato Grosso,NA,9999,9999
vfoi,31126812,Brazil,Mato Grosso,NA,9999,9999
vfoi,31128837,Brazil,Mato Grosso,NA,9999,9999
vfoi,31130834,Brazil,Espirito Santo,Fundao,9999,9999
vfoi,31131315,Brazil,Mato Grosso,NA,9999,9999
vfoi,31131927,Brazil,Mato Grosso,NA,9999,9999
vfoi,31132706,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,31135099,Brazil,Mato Grosso,NA,9999,9999
vfoi,31136160,Brazil,Goias,NA,9999,9999
vfoi,31140072,Brazil,Mato Grosso,NA,9999,9999
vfoi,31140904,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31141991,Brazil,Minas Gerais,Aiuruoca,9999,9999
vfoi,31142551,Brazil,Mato Grosso,NA,9999,9999
vfoi,31143603,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,31143665,Brazil,Mato Grosso,NA,9999,9999
vfoi,31151972,Brazil,Mato Grosso,NA,9999,9999
vfoi,31152212,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31152721,Brazil,Mato Grosso,NA,9999,9999
vfoi,31153092,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31154732,Brazil,Mato Grosso,NA,9999,9999
vfoi,31159024,Brazil,Mato Grosso,NA,9999,9999
vfoi,31165246,Brazil,Mato Grosso,NA,9999,9999
vfoi,31165424,Brazil,Mato Grosso,NA,9999,9999
vfoi,31165881,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31165927,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31167882,Brazil,Mato Grosso,NA,9999,9999
vfoi,31173771,Brazil,Mato Grosso,NA,9999,9999
vfoi,31174679,Brazil,Mato Grosso,NA,9999,9999
vfoi,31175173,Brazil,Mato Grosso,NA,9999,9999
vfoi,31177307,Brazil,Mato Grosso,NA,9999,9999
vfoi,31177637,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31179681,Brazil,Mato Grosso,NA,9999,9999
vfoi,31179788,Brazil,Mato Grosso,NA,9999,9999
vfoi,31181666,Brazil,Mato Grosso,NA,9999,9999
vfoi,31182597,Brazil,Mato Grosso,NA,9999,9999
vfoi,31184304,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,31184564,Brazil,Mato Grosso,NA,9999,9999
vfoi,31185170,Brazil,Mato Grosso,NA,9999,9999
vfoi,31187193,Brazil,Mato Grosso,NA,9999,9999
vfoi,31190834,Brazil,Mato Grosso,NA,9999,9999
vfoi,31193617,Brazil,Mato Grosso,NA,9999,9999
vfoi,31195677,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31195862,Brazil,Mato Grosso,NA,9999,9999
vfoi,31195992,Brazil,Mato Grosso,NA,9999,9999
vfoi,31196308,Brazil,Mato Grosso,NA,9999,9999
vfoi,31196695,Brazil,Mato Grosso,NA,9999,9999
vfoi,31204860,Brazil,Mato Grosso,NA,9999,9999
vfoi,31205635,Brazil,Mato Grosso,NA,9999,9999
vfoi,31206937,Brazil,Mato Grosso,NA,9999,9999
vfoi,31207841,Brazil,Mato Grosso,NA,9999,9999
vfoi,31211500,Brazil,Mato Grosso,NA,9999,9999
vfoi,31215993,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31216030,Brazil,Mato Grosso,NA,9999,9999
vfoi,31217451,Brazil,Mato Grosso,NA,9999,9999
vfoi,31218585,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31219954,Brazil,Mato Grosso,NA,9999,9999
vfoi,31221343,Brazil,Mato Grosso,NA,9999,9999
vfoi,31222815,Brazil,Mato Grosso,NA,9999,9999
vfoi,31230865,Brazil,Mato Grosso,NA,9999,9999
vfoi,31233804,Brazil,Mato Grosso,NA,9999,9999
vfoi,31235063,Brazil,Mato Grosso,NA,9999,9999
vfoi,31235306,Brazil,Mato Grosso,NA,9999,9999
vfoi,31236807,Brazil,Mato Grosso,NA,9999,9999
vfoi,31237415,Brazil,Mato Grosso,NA,9999,9999
vfoi,31239234,Brazil,Mato Grosso,NA,9999,9999
vfoi,31243076,Brazil,Mato Grosso,NA,9999,9999
vfoi,31245108,Brazil,Mato Grosso,NA,9999,9999
vfoi,31245524,Brazil,Mato Grosso,NA,9999,9999
vfoi,31246288,Brazil,Mato Grosso,NA,9999,9999
vfoi,31249929,Brazil,Mato Grosso,NA,9999,9999
vfoi,31250058,Brazil,Mato Grosso,NA,9999,9999
vfoi,31250332,Brazil,Mato Grosso,NA,9999,9999
vfoi,31253267,Brazil,Mato Grosso,NA,9999,9999
vfoi,31254976,Brazil,Parana,NA,9999,9999
vfoi,31258254,Brazil,Mato Grosso,NA,9999,9999
vfoi,31260257,Brazil,Mato Grosso,NA,9999,9999
vfoi,31263699,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,31264202,Brazil,Mato Grosso,NA,9999,9999
vfoi,31267565,Brazil,Mato Grosso,NA,9999,9999
vfoi,31268024,Brazil,Mato Grosso,NA,9999,9999
vfoi,31268730,Brazil,Mato Grosso,NA,9999,9999
vfoi,31270545,Brazil,Mato Grosso,NA,9999,9999
vfoi,31272281,Brazil,Espirito Santo,NA,9999,9999
vfoi,31272853,Brazil,Minas Gerais,Conceicao Do Mato Dentro,9999,9999
vfoi,31273742,Brazil,Mato Grosso,NA,9999,9999
vfoi,31274863,Brazil,Espirito Santo,Ibitirama,9999,9999
vfoi,31279100,Brazil,Mato Grosso,NA,9999,9999
vfoi,31282475,Brazil,Mato Grosso,NA,9999,9999
vfoi,31283944,Brazil,Mato Grosso,NA,9999,9999
vfoi,31287961,Brazil,Mato Grosso,NA,9999,9999
vfoi,31288602,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31289918,Brazil,Mato Grosso,NA,9999,9999
vfoi,31290902,Brazil,Mato Grosso,NA,9999,9999
vfoi,31292882,Brazil,Mato Grosso,NA,9999,9999
vfoi,31293539,Brazil,Mato Grosso,NA,9999,9999
vfoi,31295406,Brazil,Mato Grosso,NA,9999,9999
vfoi,31304845,Brazil,Mato Grosso,NA,9999,9999
vfoi,31308850,Brazil,Mato Grosso,NA,9999,9999
vfoi,31312350,Brazil,Espirito Santo,Santa Maria De Jetiba,9999,9999
vfoi,31315221,Brazil,Mato Grosso,NA,9999,9999
vfoi,31318836,Brazil,Mato Grosso,NA,9999,9999
vfoi,31320509,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31324147,Brazil,Mato Grosso,NA,9999,9999
vfoi,31329446,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,31329808,Brazil,Espirito Santo,Conceicao Do Castelo,9999,9999
vfoi,31329813,Brazil,Mato Grosso,NA,9999,9999
vfoi,31332266,Brazil,Mato Grosso,NA,9999,9999
vfoi,31337349,Brazil,Mato Grosso,NA,9999,9999
vfoi,31338651,Brazil,Goias,NA,9999,9999
vfoi,31339166,Brazil,Mato Grosso,NA,9999,9999
vfoi,31340415,Brazil,Mato Grosso,NA,9999,9999
vfoi,31341018,Brazil,Mato Grosso,NA,9999,9999
vfoi,31344863,Brazil,Mato Grosso,NA,9999,9999
vfoi,31346390,Brazil,Sao Paulo,Santo Andre,-1922250000,-58.7673
vfoi,31347572,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31348046,Brazil,Mato Grosso,NA,9999,9999
vfoi,31348806,Brazil,Mato Grosso,NA,9999,9999
vfoi,31350576,Brazil,Mato Grosso,NA,9999,9999
vfoi,31358720,Brazil,Mato Grosso,NA,9999,9999
vfoi,31363046,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,31369225,Brazil,Mato Grosso,NA,9999,9999
vfoi,31373549,Brazil,Espirito Santo,Ibitirama,9999,9999
vfoi,31375099,Brazil,Mato Grosso,NA,9999,9999
vfoi,31375545,Brazil,Mato Grosso,NA,9999,9999
vfoi,31376274,Brazil,Mato Grosso,NA,9999,9999
vfoi,31376920,Brazil,Mato Grosso,NA,9999,9999
vfoi,31377245,Brazil,Mato Grosso,NA,9999,9999
vfoi,31381447,Brazil,Mato Grosso,NA,9999,9999
vfoi,31382583,United States,Virginia,NA,37.25,-801
vfoi,31384277,Brazil,Mato Grosso,NA,9999,9999
vfoi,31384331,Brazil,Mato Grosso,NA,9999,9999
vfoi,31384473,Brazil,Mato Grosso,NA,9999,9999
vfoi,31386196,Brazil,Mato Grosso,NA,9999,9999
vfoi,31386551,Brazil,Mato Grosso,NA,9999,9999
vfoi,31387899,Brazil,Mato Grosso,NA,9999,9999
vfoi,31388117,Brazil,Mato Grosso,NA,9999,9999
vfoi,31389049,Brazil,Mato Grosso,NA,9999,9999
vfoi,31389954,Brazil,Mato Grosso,NA,9999,9999
vfoi,31392038,Brazil,Espirito Santo,NA,9999,9999
vfoi,31393436,Brazil,Mato Grosso,NA,9999,9999
vfoi,31395606,Brazil,Mato Grosso,NA,9999,9999
vfoi,31396158,Brazil,Mato Grosso,NA,9999,9999
vfoi,31399665,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,31400617,Brazil,Parana,NA,9999,9999
vfoi,31405503,Brazil,Mato Grosso,NA,9999,9999
vfoi,31406200,Brazil,Mato Grosso,NA,9999,9999
vfoi,31406376,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31407396,Brazil,Mato Grosso,NA,9999,9999
vfoi,31407432,Brazil,Mato Grosso,NA,9999,9999
vfoi,31410355,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31411546,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,31413032,Brazil,Mato Grosso,NA,9999,9999
vfoi,31413067,Brazil,Mato Grosso,NA,9999,9999
vfoi,31413208,Brazil,Mato Grosso,NA,9999,9999
vfoi,31413280,Brazil,Mato Grosso,NA,9999,9999
vfoi,31415104,Brazil,Mato Grosso,NA,9999,9999
vfoi,31416525,Brazil,Sao Paulo,Campos Do Jordao,9999,9999
vfoi,31418100,Brazil,Espirito Santo,Conceicao Da Barra,9999,9999
vfoi,31420612,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,31421142,Brazil,Mato Grosso,NA,9999,9999
vfoi,31421952,Brazil,Mato Grosso,NA,9999,9999
vfoi,31422390,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,31423342,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31423799,Brazil,Mato Grosso,NA,9999,9999
vfoi,31424446,Brazil,Espirito Santo,Linhares,9999,9999
vfoi,31424725,Brazil,Mato Grosso,NA,9999,9999
vfoi,31426255,Brazil,Mato Grosso,NA,9999,9999
vfoi,31429370,Brazil,Mato Grosso,NA,9999,9999
vfoi,31429763,Brazil,Mato Grosso,NA,9999,9999
vfoi,31433546,Brazil,Mato Grosso,NA,9999,9999
vfoi,31433632,Brazil,Mato Grosso,NA,9999,9999
vfoi,31436208,Brazil,Mato Grosso,NA,9999,9999
vfoi,31439811,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,31440481,Brazil,Mato Grosso,NA,9999,9999
vfoi,31445714,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31447557,Brazil,Espirito Santo,Ibitirama,9999,9999
vfoi,31451199,Brazil,Mato Grosso,NA,9999,9999
vfoi,31451296,Brazil,Mato Grosso,NA,9999,9999
vfoi,31452092,Brazil,Mato Grosso,NA,9999,9999
vfoi,31452650,Brazil,Mato Grosso,NA,9999,9999
vfoi,31453901,Brazil,Mato Grosso,NA,9999,9999
vfoi,31455109,Brazil,Mato Grosso,NA,9999,9999
vfoi,31459838,Brazil,Mato Grosso,NA,9999,9999
vfoi,31461088,Brazil,Minas Gerais,Gouvea,9999,9999
vfoi,31464022,Brazil,Mato Grosso,NA,9999,9999
vfoi,31467980,Brazil,Mato Grosso,NA,9999,9999
vfoi,31470921,Brazil,Mato Grosso,NA,9999,9999
vfoi,31471501,Brazil,Mato Grosso,NA,9999,9999
vfoi,31473138,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31473691,Brazil,Mato Grosso,NA,9999,9999
vfoi,31478488,Brazil,Mato Grosso,NA,9999,9999
vfoi,31483243,Brazil,Espirito Santo,Sooretama,9999,9999
vfoi,31484237,Brazil,Sao Paulo,Caraguatatuba,-446795000,-16.4437
vfoi,31485039,Brazil,Mato Grosso,NA,9999,9999
vfoi,31486099,Brazil,Mato Grosso,NA,9999,9999
vfoi,31490919,Brazil,Mato Grosso,NA,9999,9999
vfoi,31491415,Brazil,Espirito Santo,Santa Leopoldina,9999,9999
vfoi,31491800,Brazil,Mato Grosso,NA,9999,9999
vfoi,31500256,Brazil,Minas Gerais,NA,9999,9999
vfoi,31501488,Brazil,Mato Grosso,NA,9999,9999
vfoi,31501656,Brazil,Espirito Santo,Itaguacu,9999,9999
vfoi,31502197,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31502493,Brazil,Mato Grosso,NA,9999,9999
vfoi,31503045,Brazil,Mato Grosso,NA,9999,9999
vfoi,31511287,Brazil,Mato Grosso,NA,9999,9999
vfoi,31514323,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31519682,Brazil,Mato Grosso,NA,9999,9999
vfoi,31525337,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,31529304,Brazil,Mato Grosso,NA,9999,9999
vfoi,31529738,Brazil,Mato Grosso,NA,9999,9999
vfoi,31533140,Brazil,Mato Grosso,NA,9999,9999
vfoi,31535924,Brazil,Sao Paulo,NA,9999,9999
vfoi,31539283,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31540373,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,31541645,Brazil,Rio de Janeiro,Teresopolis,999.9,999.9
vfoi,31542531,Brazil,Espirito Santo,Santa Maria De Jetiba,9999,9999
vfoi,31550276,Brazil,Espirito Santo,Aguia Branca,9999,9999
vfoi,31550342,Brazil,Mato Grosso,NA,9999,9999
vfoi,31551200,Brazil,Rio de Janeiro,Teresopolis,999.9,999.9
vfoi,31554022,Brazil,Federal,Brasilia,9999,9999
vfoi,31554346,Brazil,Mato Grosso,NA,9999,9999
vfoi,31558365,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31562457,Brazil,Mato Grosso,NA,9999,9999
vfoi,31566508,Brazil,Mato Grosso,NA,9999,9999
vfoi,31568086,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,31570385,Brazil,Mato Grosso,NA,9999,9999
vfoi,31571338,Brazil,Mato Grosso,NA,9999,9999
vfoi,31577109,Brazil,Mato Grosso,NA,9999,9999
vfoi,31584238,Canada,British Columbia,NA,531.25,-122.75
vfoi,31587149,Brazil,Rio de Janeiro,Volta Redonda,999.9,999.9
vfoi,31587998,Brazil,Minas Gerais,Nova Lima,9999,9999
vfoi,31590008,Brazil,Mato Grosso,NA,9999,9999
vfoi,31590059,Brazil,Minas Gerais,Sao Goncalo Do Rio Preto,9999,9999
vfoi,31590247,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,31593105,Brazil,Mato Grosso,NA,9999,9999
vfoi,31593587,Brazil,Mato Grosso,NA,9999,9999
vfoi,31596332,Brazil,Mato Grosso,NA,9999,9999
vfoi,31623467,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31624074,Canada,Manitoba,NA,50.6283333,-991.155
vfoi,31625626,Brazil,Minas Gerais,Belo Vale,9999,9999
vfoi,31629381,Brazil,Mato Grosso,NA,9999,9999
vfoi,31634108,Brazil,Mato Grosso,NA,9999,9999
vfoi,31634863,Brazil,Mato Grosso,NA,9999,9999
vfoi,31638585,Canada,Manitoba,NA,50.6283333,-991.155
vfoi,31644112,Brazil,Mato Grosso,NA,9999,9999
vfoi,31644134,Brazil,Mato Grosso,NA,9999,9999
vfoi,31647661,Brazil,Mato Grosso,NA,9999,9999
vfoi,31648114,Brazil,Mato Grosso,NA,9999,9999
vfoi,31650037,Brazil,Mato Grosso,NA,9999,9999
vfoi,31657582,Brazil,Mato Grosso,NA,9999,9999
vfoi,31665308,Brazil,Mato Grosso,NA,9999,9999
vfoi,31669795,Canada,Manitoba,NA,50567,-96217
vfoi,31671324,Brazil,Mato Grosso,NA,9999,9999
vfoi,31672447,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,31677381,Brazil,Espirito Santo,Aguia Branca,9999,9999
vfoi,31684399,Brazil,Mato Grosso,NA,9999,9999
vfoi,31687622,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,31692584,Brazil,Parana,NA,9999,9999
vfoi,31693583,Brazil,Mato Grosso,NA,9999,9999
vfoi,31695600,Brazil,Minas Gerais,Delfim Moreira,9999,9999
vfoi,31696193,Brazil,Mato Grosso,NA,9999,9999
vfoi,31696421,Brazil,Mato Grosso,NA,9999,9999
vfoi,31698721,Brazil,Mato Grosso,NA,9999,9999
vfoi,31708075,Brazil,Mato Grosso,NA,9999,9999
vfoi,31713101,Brazil,Mato Grosso,NA,9999,9999
vfoi,31717980,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31719096,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31719665,Brazil,Mato Grosso,NA,9999,9999
vfoi,31720941,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31721004,Brazil,Mato Grosso,NA,9999,9999
vfoi,31723837,Brazil,Minas Gerais,NA,9999,9999
vfoi,31724452,Brazil,Mato Grosso,NA,9999,9999
vfoi,31728466,Brazil,Espirito Santo,Linhares,9999,9999
vfoi,31729778,Brazil,Espirito Santo,Aguia Branca,9999,9999
vfoi,31732737,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,31736652,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31742897,Brazil,Mato Grosso,NA,9999,9999
vfoi,31745001,Brazil,Mato Grosso,NA,9999,9999
vfoi,31746482,Brazil,Mato Grosso,NA,9999,9999
vfoi,31747077,Brazil,Mato Grosso,NA,9999,9999
vfoi,31753412,Brazil,Mato Grosso,NA,9999,9999
vfoi,31753813,Brazil,Mato Grosso,NA,9999,9999
vfoi,31754078,Brazil,Mato Grosso,NA,9999,9999
vfoi,31754564,Brazil,Mato Grosso,NA,9999,9999
vfoi,31756711,Brazil,Mato Grosso,NA,9999,9999
vfoi,31758561,Brazil,Mato Grosso,NA,9999,9999
vfoi,31761408,Brazil,Mato Grosso,NA,9999,9999
vfoi,31762390,Brazil,Mato Grosso,NA,9999,9999
vfoi,31762911,Brazil,Rio de Janeiro,Itatiaia,999.9,999.9
vfoi,31764129,Brazil,Mato Grosso,NA,9999,9999
vfoi,31771452,Brazil,Mato Grosso,NA,9999,9999
vfoi,31771709,Brazil,Mato Grosso,NA,9999,9999
vfoi,31776494,Brazil,Mato Grosso,NA,9999,9999
vfoi,31779881,Brazil,Mato Grosso,NA,9999,9999
vfoi,31784749,Brazil,Mato Grosso,NA,9999,9999
vfoi,31785478,Brazil,Mato Grosso,NA,9999,9999
vfoi,31789587,Brazil,Mato Grosso,NA,9999,9999
vfoi,31791174,Brazil,Mato Grosso,NA,9999,9999
vfoi,31791178,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,31793382,Brazil,Rio de Janeiro,Macae,999.9,999.9
vfoi,31794382,Brazil,Espirito Santo,Sao Mateus,9999,9999
vfoi,31794903,Brazil,Mato Grosso,NA,9999,9999
vfoi,31795330,Brazil,Mato Grosso,NA,9999,9999
vfoi,31799391,Brazil,Goias,Minacu,9999,9999
vfoi,31800124,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,31800343,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,31804073,Brazil,Mato Grosso,NA,9999,9999
vfoi,31804670,Brazil,Mato Grosso,NA,9999,9999
vfoi,31809489,Brazil,Mato Grosso,NA,9999,9999
vfoi,31822896,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31823376,Brazil,Mato Grosso,NA,9999,9999
vfoi,31825263,Brazil,Espirito Santo,Barra De Sao Francisco,9999,9999
vfoi,31827294,Brazil,Mato Grosso,NA,9999,9999
vfoi,31827879,Brazil,Mato Grosso,NA,9999,9999
vfoi,31828315,Brazil,Mato Grosso,NA,9999,9999
vfoi,31830111,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31834761,Brazil,Federal,Brasilia,9999,9999
vfoi,31839298,Brazil,Rio de Janeiro,Nova Friburgo,999.9,999.9
vfoi,31844035,Brazil,Mato Grosso,NA,9999,9999
vfoi,31850367,Brazil,Mato Grosso,NA,9999,9999
vfoi,31856771,Canada,British Columbia,NA,58.8666667,-1221
vfoi,31857010,Brazil,Mato Grosso,NA,9999,9999
vfoi,31858210,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31864934,Brazil,Parana,NA,9999,9999
vfoi,31868031,Brazil,Mato Grosso,NA,9999,9999
vfoi,31870528,Brazil,Mato Grosso,NA,9999,9999
vfoi,31873153,Brazil,Mato Grosso,NA,9999,9999
vfoi,31873840,Brazil,Espirito Santo,NA,9999,9999
vfoi,31874036,Brazil,Mato Grosso,NA,9999,9999
vfoi,31876083,Brazil,Mato Grosso,NA,9999,9999
vfoi,31877490,Brazil,Mato Grosso,NA,9999,9999
vfoi,31881956,Brazil,Parana,NA,9999,9999
vfoi,31883262,Brazil,Mato Grosso,NA,9999,9999
vfoi,31885245,Brazil,Espirito Santo,Sao Mateus,9999,9999
vfoi,31886167,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31892691,Brazil,Mato Grosso,NA,9999,9999
vfoi,31896572,Brazil,Mato Grosso,NA,9999,9999
vfoi,31897103,Brazil,Mato Grosso,NA,9999,9999
vfoi,31898442,Brazil,Mato Grosso,NA,9999,9999
vfoi,31898653,Brazil,Mato Grosso,NA,9999,9999
vfoi,31899965,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31906444,Brazil,Mato Grosso,NA,9999,9999
vfoi,31912251,Brazil,Mato Grosso,NA,9999,9999
vfoi,31914107,Brazil,Mato Grosso,NA,9999,9999
vfoi,31916622,Brazil,Espirito Santo,Venda Nova Do Imigrante,9999,9999
vfoi,31919311,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31919701,Brazil,Mato Grosso,NA,9999,9999
vfoi,31920739,Brazil,Mato Grosso,NA,9999,9999
vfoi,31921606,Brazil,Mato Grosso,NA,9999,9999
vfoi,31921823,Brazil,Mato Grosso,NA,9999,9999
vfoi,31930007,Brazil,Mato Grosso,NA,9999,9999
vfoi,31931989,Brazil,Mato Grosso,NA,9999,9999
vfoi,31934650,Brazil,Mato Grosso,NA,9999,9999
vfoi,31939453,Brazil,Mato Grosso,NA,9999,9999
vfoi,31941843,Brazil,Espirito Santo,Santa Leopoldina,9999,9999
vfoi,31952181,Brazil,Mato Grosso,NA,9999,9999
vfoi,31953424,Brazil,Mato Grosso,NA,9999,9999
vfoi,31955887,Brazil,Mato Grosso,NA,9999,9999
vfoi,31957409,Brazil,Mato Grosso,NA,9999,9999
vfoi,31957692,Canada,British Columbia,NA,502.8666667,-121.75
vfoi,31958592,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,31960009,Brazil,Federal,Brasilia,9999,9999
vfoi,31962876,Brazil,Mato Grosso,NA,9999,9999
vfoi,31963051,Brazil,Sao Paulo,NA,9999,9999
vfoi,31964146,Brazil,Mato Grosso,NA,9999,9999
vfoi,31966112,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,31972920,Brazil,Mato Grosso,NA,9999,9999
vfoi,31974208,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,31976599,Brazil,Mato Grosso,NA,9999,9999
vfoi,31977615,Brazil,Mato Grosso,NA,9999,9999
vfoi,31977680,Brazil,Espirito Santo,Santa Leopoldina,9999,9999
vfoi,31979542,Brazil,Mato Grosso,NA,9999,9999
vfoi,31984265,Brazil,Minas Gerais,NA,9999,9999
vfoi,31991040,Brazil,Minas Gerais,Moeda,9999,9999
vfoi,31991646,Brazil,Minas Gerais,Alto Caparao,-20.419722,-4150.73333
vfoi,31992968,Brazil,Minas Gerais,NA,9999,9999
vfoi,31993660,Brazil,Mato Grosso,NA,9999,9999
vfoi,31996347,Brazil,Mato Grosso,NA,9999,9999
vfoi,31997769,Brazil,Minas Gerais,Marlieria,9999,9999
vfoi,31998620,Brazil,Mato Grosso,NA,9999,9999
vfoi,32004743,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,32007079,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,32010449,Brazil,Sao Paulo,NA,9999,9999
vfoi,32012343,Brazil,Mato Grosso,NA,9999,9999
vfoi,32013249,Brazil,Mato Grosso,NA,9999,9999
vfoi,32013972,Brazil,Mato Grosso,NA,9999,9999
vfoi,32015982,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,32022007,Brazil,Espirito Santo,Santa Leopoldina,9999,9999
vfoi,32024395,Brazil,Mato Grosso,NA,9999,9999
vfoi,32026286,Brazil,Mato Grosso,NA,9999,9999
vfoi,32029225,Brazil,Espirito Santo,Aguia Branca,9999,9999
vfoi,32031571,Brazil,Mato Grosso,NA,9999,9999
vfoi,32035332,Brazil,Mato Grosso,NA,9999,9999
vfoi,32047481,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,32048766,Brazil,Mato Grosso,NA,9999,9999
vfoi,32056121,Brazil,Mato Grosso,NA,9999,9999
vfoi,32057305,Brazil,Para,NA,9999,9999
vfoi,32057749,Brazil,Minas Gerais,Espera Feliz,-20.500278,-4149.15
vfoi,32058140,Brazil,Mato Grosso,NA,9999,9999
vfoi,32065250,Bolivia,NA,NA,9999,9999
vfoi,32066285,Brazil,Rio de Janeiro,Rio De Janeiro,999.9,999.9
vfoi,32069260,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,32072459,Brazil,Mato Grosso,NA,9999,9999
vfoi,32072515,Canada,Ontario,NA,48.1333333,-891.4833333
vfoi,32076746,Brazil,Mato Grosso,NA,9999,9999
vfoi,32080261,Brazil,Mato Grosso,NA,9999,9999
vfoi,32087453,Brazil,Mato Grosso,NA,9999,9999
vfoi,32093904,Brazil,Mato Grosso,NA,9999,9999
vfoi,32094719,Brazil,Espirito Santo,Santa Maria De Jetiba,9999,9999
vfoi,32095326,Brazil,Mato Grosso,NA,9999,9999
vfoi,32097462,Brazil,Mato Grosso,NA,9999,9999
vfoi,32099601,Brazil,Mato Grosso,NA,9999,9999
vfoi,32104443,Brazil,Rio de Janeiro,Teresopolis,999.9,999.9
vfoi,32108302,Brazil,Sao Paulo,Caraguatatuba,-446795000,-16.4437
